Date,High,Low,Open,Close,Volume,Adj Close
1993-06-03,15.0,14.5,14.875,14.6875,56603000.0,7.701837062835693
1993-06-04,14.6875,14.3125,14.5625,14.3125,12644400.0,7.505191326141357
1993-06-07,14.25,14.0,14.125,14.0625,10043800.0,7.374098777770996
1993-06-08,14.125,13.8125,14.0625,13.875,6974600.0,7.2757744789123535
1993-06-09,14.25,13.9375,13.9375,14.125,4043200.0,7.406870365142822
1993-06-10,14.125,13.9375,14.0625,14.0,2605400.0,7.341327667236328
1993-06-11,14.1875,14.0,14.0,14.0,2641600.0,7.341327667236328
1993-06-14,14.125,13.875,14.0625,13.875,1806200.0,7.2757744789123535
1993-06-15,14.0,13.875,14.0,13.9375,2257600.0,7.30855131149292
1993-06-16,14.0,13.875,13.9375,14.0,2391600.0,7.341327667236328
1993-06-17,14.125,13.9375,14.0,14.0,2126800.0,7.341327667236328
1993-06-18,14.0,13.8125,14.0,13.8125,2128600.0,7.243004322052002
1993-06-21,13.8125,13.5625,13.8125,13.6875,2101000.0,7.177454948425293
1993-06-22,13.875,13.6875,13.6875,13.875,1593600.0,7.2757744789123535
1993-06-23,14.0,13.8125,13.875,13.8125,1948000.0,7.243004322052002
1993-06-24,14.0625,13.625,13.8125,14.0625,3305200.0,7.374098777770996
1993-06-25,14.3125,14.0625,14.25,14.25,2468000.0,7.47241735458374
1993-06-28,14.5,14.1875,14.1875,14.5,2522600.0,7.603515625
1993-06-29,14.5,14.125,14.4375,14.375,1190800.0,7.537967205047607
1993-06-30,14.625,14.4375,14.5,14.5,2553800.0,7.603515625
1993-07-01,14.75,14.3125,14.6875,14.75,2857800.0,7.7346110343933105
1993-07-02,14.4375,14.3125,14.4375,14.375,1077200.0,7.537967205047607
1993-07-06,14.5625,14.3125,14.4375,14.3125,1237600.0,7.505191326141357
1993-07-07,14.375,14.1875,14.25,14.25,1667200.0,7.47241735458374
1993-07-08,14.5,14.25,14.3125,14.4375,1588600.0,7.570744037628174
1993-07-09,14.625,14.25,14.5625,14.25,1731200.0,7.47241735458374
1993-07-12,14.375,13.9375,14.375,14.125,1738600.0,7.406870365142822
1993-07-13,14.4375,14.1875,14.1875,14.3125,1305000.0,7.505191326141357
1993-07-14,14.625,14.3125,14.3125,14.625,1805600.0,7.669060707092285
1993-07-15,14.6875,14.5625,14.625,14.6875,1235400.0,7.701837062835693
1993-07-16,15.0625,14.75,14.875,14.9375,2590200.0,7.83292818069458
1993-07-19,15.1875,14.9375,15.0,15.1875,2590000.0,7.964028358459473
1993-07-20,15.75,15.3125,15.75,15.3125,3977600.0,8.029570579528809
1993-07-21,15.4375,14.9375,15.4375,14.9375,1779000.0,7.83292818069458
1993-07-22,15.0,14.75,15.0,14.8125,1095200.0,7.767383575439453
1993-07-23,15.0625,14.8125,14.8125,14.9375,1060400.0,7.83292818069458
1993-07-26,15.25,14.9375,15.0,15.25,990000.0,7.9968037605285645
1993-07-27,15.5625,15.25,15.25,15.25,942200.0,7.9968037605285645
1993-07-28,15.3125,15.125,15.25,15.1875,346200.0,7.964028358459473
1993-07-29,15.375,15.0,15.0625,15.25,1070400.0,7.9968037605285645
1993-07-30,15.5625,15.25,15.25,15.5625,1271200.0,8.160669326782227
1993-08-02,15.6875,15.4375,15.5625,15.5,1062200.0,8.127891540527344
1993-08-03,15.8125,15.5625,15.5625,15.6875,1316000.0,8.22622013092041
1993-08-04,15.875,15.5,15.75,15.625,752200.0,8.193446159362793
1993-08-05,15.6875,15.25,15.6875,15.25,910600.0,7.9968037605285645
1993-08-06,15.625,15.4375,15.4375,15.5,718200.0,8.127891540527344
1993-08-09,15.5625,15.375,15.5,15.5,492000.0,8.127891540527344
1993-08-10,15.625,15.3125,15.5,15.3125,1608600.0,8.029570579528809
1993-08-11,15.4375,15.1875,15.4375,15.25,337400.0,7.9968037605285645
1993-08-12,15.25,15.0,15.25,15.125,496200.0,7.931252479553223
1993-08-13,15.1875,15.0,15.1875,15.0,375200.0,7.865705490112305
1993-08-16,15.0625,14.8125,14.9375,14.875,1067800.0,7.800159454345703
1993-08-17,15.125,14.875,14.875,15.0,1069400.0,7.865705490112305
1993-08-18,15.1875,15.0625,15.0625,15.1875,809800.0,7.964028358459473
1993-08-19,15.625,15.1875,15.1875,15.625,861200.0,8.193446159362793
1993-08-20,16.0,15.5625,15.5625,16.0,2957000.0,8.390085220336914
1993-08-23,16.0625,15.875,16.0625,16.0,853000.0,8.390085220336914
1993-08-24,16.0625,15.875,15.875,15.9375,759800.0,8.357314109802246
1993-08-25,16.0,15.875,15.875,15.875,951200.0,8.324539184570312
1993-08-26,16.0,15.75,15.9375,16.0,721200.0,8.390085220336914
1993-08-27,16.0625,15.9375,16.0,16.0,316600.0,8.390085220336914
1993-08-30,15.9375,15.5625,15.875,15.625,945800.0,8.193446159362793
1993-08-31,15.625,15.4375,15.5,15.5,590000.0,8.127891540527344
1993-09-01,15.9375,15.6875,15.6875,15.9375,355400.0,8.357314109802246
1993-09-02,16.0,15.75,15.875,15.8125,682200.0,8.29176139831543
1993-09-03,16.0625,15.8125,15.8125,15.9375,550400.0,8.357314109802246
1993-09-07,16.375,16.0,16.0625,16.125,873000.0,8.455633163452148
1993-09-08,16.0,15.8125,16.0,15.875,1367800.0,8.324539184570312
1993-09-09,16.0625,15.75,15.75,15.9375,625400.0,8.404960632324219
1993-09-10,16.125,16.0,16.0,16.0625,664600.0,8.4708833694458
1993-09-13,16.125,15.9375,16.0625,16.0,344600.0,8.437925338745117
1993-09-14,16.375,16.0,16.0625,16.375,453200.0,8.635689735412598
1993-09-15,16.125,15.9375,16.125,16.0625,599200.0,8.4708833694458
1993-09-16,16.125,15.875,16.0,16.125,403400.0,8.5038423538208
1993-09-17,16.125,15.875,16.0,16.125,501600.0,8.5038423538208
1993-09-20,16.0625,15.875,16.0625,16.0,567400.0,8.437925338745117
1993-09-21,15.9375,15.6875,15.9375,15.875,816200.0,8.372002601623535
1993-09-22,16.0625,15.875,15.875,16.0,945800.0,8.437925338745117
1993-09-23,16.1875,15.875,15.875,16.1875,693600.0,8.536802291870117
1993-09-24,16.1875,16.0625,16.125,16.0625,1074200.0,8.4708833694458
1993-09-27,16.5625,16.1875,16.1875,16.5,1146000.0,8.701604843139648
1993-09-28,16.6875,16.375,16.5,16.625,1109200.0,8.767526626586914
1993-09-29,16.625,16.1875,16.5,16.25,607800.0,8.569768905639648
1993-09-30,16.3125,15.875,16.3125,15.875,875400.0,8.372002601623535
1993-10-01,16.1875,15.875,16.0,16.1875,404800.0,8.536802291870117
1993-10-04,16.375,16.125,16.1875,16.1875,429400.0,8.536802291870117
1993-10-05,16.5625,16.1875,16.1875,16.5625,414400.0,8.734567642211914
1993-10-06,16.5625,16.3125,16.5,16.5,551200.0,8.701604843139648
1993-10-07,16.625,16.4375,16.4375,16.4375,441000.0,8.668647766113281
1993-10-08,16.75,16.375,16.6875,16.5,400400.0,8.701604843139648
1993-10-11,16.6875,16.5,16.5625,16.625,280200.0,8.767526626586914
1993-10-12,16.875,16.625,16.625,16.625,777600.0,8.767526626586914
1993-10-13,16.75,16.5625,16.625,16.6875,240400.0,8.800488471984863
1993-10-14,17.125,16.75,16.75,17.0,663200.0,8.96529483795166
1993-10-15,16.9375,16.6875,16.9375,16.8125,576400.0,8.866411209106445
1993-10-18,16.9375,16.75,16.875,16.8125,439800.0,8.866411209106445
1993-10-19,16.875,16.5,16.875,16.5,537600.0,8.701604843139648
1993-10-20,16.625,15.875,16.375,16.25,559000.0,8.569768905639648
1993-10-21,16.8125,16.1875,16.25,16.5,1191400.0,8.701604843139648
1993-10-22,16.8125,16.375,16.5625,16.5625,523400.0,8.734567642211914
1993-10-25,16.4375,16.0,16.375,16.125,724400.0,8.5038423538208
1993-10-26,16.1875,16.0,16.1875,16.125,488200.0,8.5038423538208
1993-10-27,16.1875,15.75,16.1875,15.75,497800.0,8.306079864501953
1993-10-28,15.875,15.1875,15.375,15.75,807600.0,8.306079864501953
1993-10-29,15.6875,15.5625,15.6875,15.6875,807400.0,8.27312183380127
1993-11-01,16.0625,15.625,15.625,16.0,184000.0,8.437925338745117
1993-11-02,15.9375,15.5,15.9375,15.625,953600.0,8.240157127380371
1993-11-03,15.375,14.8125,15.125,15.1875,1373800.0,8.00943374633789
1993-11-04,15.3125,15.0625,15.25,15.125,814000.0,7.9764723777771
1993-11-05,15.25,15.0,15.25,15.0,701000.0,7.910552501678467
1993-11-08,15.25,14.875,15.0,15.125,978200.0,7.9764723777771
1993-11-09,15.375,15.1875,15.375,15.25,1091400.0,8.042397499084473
1993-11-10,15.25,14.9375,15.25,15.0,1181400.0,7.910552501678467
1993-11-11,15.0,14.8125,15.0,14.8125,587400.0,7.811670303344727
1993-11-12,14.9375,14.625,14.9375,14.8125,545000.0,7.811670303344727
1993-11-15,14.8125,14.5625,14.8125,14.6875,1031600.0,7.745750427246094
1993-11-16,14.6875,14.4375,14.625,14.625,803400.0,7.712785720825195
